        	acceptance	adoration	affection	aggravation	agitation	agony   	alarm   	alienation	amusement	anger   	anguish 	annoyance	anticipation	anxiety 	apprehension	arousal 	attraction	aversion	bitterness	bliss   	compassion	contempt	courage 	defeat  	dejection	delight 	depression	desire  	despair 	disappointment	disgust 	dislike 	dismay  	displeasure	distress	dread   	eagerness	ecstasy 	elation 	embarrassment	enthusiasm	envy    	euphoria	exasperation	excitement	exhilaration	fear    	ferocity	fondness	fright  	frustration	fury    	gaiety  	gladness	glee    	gloom   	glumness	grief   	grouchiness	grumpiness	guilt   	happiness	hate    	homesickness	hope    	hopelessness	horror  	hostility	humiliation	hurt    	hysteria	infatuation	insecurity	insult  	interest	irritation	isolation	jealousy	jolliness	joviality	joy     	jubilation	liking  	loathing	loneliness	love    	lust    	melancholy	misery  	mortification	neglect 	optimism	outrage 	pain    	panic   	passion 	pity    	pleasure	pride   	rage    	rapture 	regret  	rejection	relief  	remorse 	resentment	revulsion	sadness 	satisfaction	scorn   	shame   	shock   	sorrow  	spite   	suffering	surprise	sympathy	tenderness	tenseness	terror  	thrill  	torment 	triumph 	uneasiness	unhappiness	vengefulness	woe     	wonder  	worry   	wrath   	zeal    	zest    	
shame   	0.328440	0.279921	0.274142	0.337881	0.228932	0.211125	0.282597	0.352527	0.299803	0.345557	0.353227	0.349189	0.305675	0.318791	0.293133	0.281450	0.346542	0.293437	0.357062	0.178813	0.331332	0.389958	0.337401	0.301802	0.326585	0.269293	0.364157	0.329542	0.339093	0.362832	0.304169	0.302793	0.367634	0.312391	0.281279	0.264102	0.333803	0.249910	0.312999	0.539563	0.271242	0.338114	0.242827	0.280633	0.306543	0.351318	0.339551	0.295427	0.225451	0.231706	0.337186	0.304676	0.261013	0.295542	0.185524	0.309885	0.285250	0.330556	0.313850	0.306599	0.427995	0.311621	0.303115	0.361701	0.339743	0.383033	0.271119	0.311408	0.466830	0.356393	0.250623	0.244455	0.352955	0.360546	0.374084	0.316042	0.403599	0.321113	0.223318	0.305620	0.326599	0.276823	0.296682	0.306340	0.359642	0.255850	0.302483	0.213974	0.335964	0.288213	0.342119	0.323207	0.303282	0.306851	0.316379	0.343815	0.289746	0.342754	0.390595	0.328726	0.208395	0.396463	0.389605	0.341273	0.366144	0.395186	0.301603	0.326864	0.318603	0.274160	1.000000	0.305383	0.279201	0.354317	0.363580	0.317269	0.346753	0.272045	0.327326	0.266294	0.200901	0.343949	0.261256	0.292909	0.310318	0.342493	0.274975	0.307276	0.319646	0.277010	0.264601	0.311665	
shock   	0.549469	0.326976	0.480659	0.523899	0.276513	0.443182	0.555512	0.464113	0.386460	0.401334	0.540491	0.442158	0.399160	0.411816	0.476514	0.541878	0.372213	0.389161	0.395715	0.504013	0.529775	0.493346	0.516932	0.497193	0.384594	0.416671	0.372125	0.440790	0.408744	0.545695	0.308448	0.513344	0.510407	0.354841	0.509436	0.446584	0.481530	0.425060	0.488835	0.322048	0.500796	0.399573	0.561909	0.373861	0.539656	0.449436	0.440820	0.358917	0.349158	0.470693	0.520876	0.455789	0.374250	0.337914	0.336246	0.559351	0.459401	0.414030	0.482446	0.478440	0.338530	0.400710	0.462615	0.391176	0.465879	0.437612	0.337514	0.295228	0.399240	0.447449	0.457605	0.333572	0.459083	0.571062	0.429722	0.557408	0.427941	0.361438	0.414659	0.358003	0.488369	0.484911	0.459843	0.506417	0.536311	0.501218	0.474986	0.542708	0.430981	0.623415	0.326128	0.433492	0.394689	0.445663	0.340516	0.463352	0.377562	0.342005	0.390956	0.438855	0.566789	0.449795	0.377500	0.479542	0.387117	0.377720	0.470103	0.546887	0.331173	0.468966	0.305383	1.000000	0.452593	0.345725	0.493923	0.437185	0.531661	0.627622	0.443029	0.415737	0.603653	0.489232	0.479269	0.414956	0.418248	0.522173	0.399837	0.524533	0.368326	0.447061	0.415930	0.496833	
sorrow  	0.453703	0.321022	0.412741	0.432491	0.342512	0.406463	0.401258	0.372737	0.349916	0.351267	0.503021	0.362602	0.370744	0.319075	0.366898	0.422269	0.349321	0.353320	0.360749	0.357907	0.467990	0.422469	0.450001	0.404745	0.355411	0.409727	0.285575	0.385173	0.372885	0.438026	0.250518	0.441603	0.437857	0.313236	0.389446	0.349601	0.442780	0.361145	0.433506	0.254049	0.446031	0.365820	0.435843	0.338040	0.440860	0.394357	0.380605	0.321109	0.364352	0.375088	0.414349	0.404962	0.399234	0.346551	0.341472	0.502125	0.407985	0.346905	0.375981	0.375096	0.299519	0.385926	0.431107	0.333005	0.408308	0.378728	0.249780	0.291714	0.358427	0.383484	0.345592	0.353574	0.378240	0.450517	0.393730	0.432882	0.373622	0.307605	0.358985	0.341907	0.540718	0.419082	0.402515	0.420768	0.425428	0.439595	0.417808	0.437018	0.410410	0.435017	0.265775	0.347358	0.310211	0.381648	0.259161	0.408141	0.338608	0.322654	0.328678	0.369211	0.458184	0.383704	0.326301	0.384451	0.369611	0.324175	0.428286	0.457954	0.274401	0.388948	0.279201	0.452593	1.000000	0.316334	0.439485	0.391260	0.403114	0.494027	0.349789	0.308697	0.465446	0.438826	0.375219	0.341346	0.431910	0.417072	0.390396	0.442923	0.364983	0.355275	0.384683	0.439949	
spite   	0.380164	0.364981	0.309389	0.426690	0.331075	0.249959	0.328362	0.350726	0.392574	0.395787	0.417040	0.483584	0.422536	0.343066	0.345714	0.325435	0.395600	0.334118	0.433581	0.206222	0.345513	0.426605	0.424649	0.357501	0.384600	0.313685	0.389684	0.370101	0.375453	0.399474	0.342099	0.345051	0.419307	0.375998	0.319227	0.301961	0.390350	0.253240	0.344264	0.365278	0.308799	0.411040	0.255290	0.438608	0.367625	0.408750	0.435837	0.443559	0.289704	0.283134	0.407492	0.387385	0.296716	0.347851	0.200419	0.344658	0.272367	0.346698	0.414564	0.408992	0.377705	0.366932	0.342143	0.359977	0.369825	0.420985	0.302323	0.409060	0.350728	0.435793	0.270104	0.286275	0.404714	0.380499	0.428145	0.382713	0.363917	0.411824	0.226146	0.358325	0.367654	0.333953	0.348352	0.394888	0.380730	0.312459	0.361023	0.210223	0.391872	0.279562	0.370531	0.378291	0.400380	0.346112	0.349439	0.387352	0.343106	0.417382	0.364556	0.392190	0.209701	0.376090	0.385692	0.383362	0.411191	0.465239	0.437200	0.417142	0.354313	0.342572	0.354317	0.345725	0.316334	1.000000	0.436405	0.382159	0.384144	0.300056	0.419579	0.317896	0.220703	0.437601	0.310681	0.355807	0.343949	0.424829	0.334375	0.330963	0.366811	0.355281	0.299118	0.364125	
suffering	0.509157	0.386345	0.439194	0.504228	0.316826	0.450046	0.424853	0.433981	0.402887	0.448359	0.573991	0.454865	0.416914	0.417908	0.431414	0.449412	0.437054	0.400481	0.441304	0.360490	0.533234	0.495275	0.471701	0.457723	0.413623	0.385348	0.418870	0.477173	0.435128	0.547995	0.345007	0.451562	0.504956	0.393867	0.448514	0.375277	0.484763	0.384331	0.437437	0.350185	0.442903	0.427804	0.416945	0.384778	0.488409	0.471605	0.409772	0.403822	0.370085	0.367252	0.507500	0.413739	0.394528	0.370061	0.284438	0.505609	0.430652	0.449741	0.458007	0.455971	0.395592	0.466635	0.440711	0.418096	0.447066	0.487570	0.299327	0.392732	0.392219	0.498442	0.379236	0.375687	0.470225	0.492063	0.433011	0.474943	0.424465	0.439034	0.356294	0.393019	0.478545	0.418780	0.448615	0.455096	0.475376	0.455359	0.465706	0.403651	0.500540	0.442931	0.393324	0.423592	0.376685	0.534491	0.369363	0.501259	0.409988	0.450327	0.392760	0.432921	0.401879	0.464497	0.425861	0.510682	0.429081	0.430605	0.479208	0.537313	0.371537	0.436905	0.363580	0.493923	0.439485	0.436405	1.000000	0.426828	0.495925	0.499900	0.441380	0.382452	0.425704	0.540650	0.401943	0.387933	0.468605	0.494559	0.434705	0.454973	0.424973	0.398005	0.392334	0.484815	
surprise	0.457002	0.328886	0.350195	0.460709	0.318099	0.292405	0.360689	0.361835	0.417418	0.418285	0.411320	0.475647	0.455491	0.325291	0.376241	0.389108	0.374573	0.371074	0.375077	0.279579	0.402137	0.489517	0.389703	0.370263	0.416257	0.367001	0.333984	0.356072	0.356880	0.459817	0.375751	0.359630	0.447205	0.373872	0.375400	0.351682	0.438887	0.314719	0.422264	0.356685	0.371264	0.390216	0.348653	0.410483	0.422493	0.429422	0.424803	0.364146	0.286241	0.350847	0.445973	0.382387	0.346391	0.377268	0.221696	0.387900	0.318616	0.347148	0.424266	0.430238	0.338951	0.457776	0.360640	0.328204	0.375616	0.403889	0.272047	0.363127	0.354649	0.401605	0.303672	0.295929	0.395027	0.400828	0.456177	0.437943	0.360247	0.347936	0.304984	0.362026	0.467115	0.369937	0.376012	0.410467	0.391721	0.401250	0.403813	0.316705	0.377228	0.380261	0.341562	0.385877	0.353475	0.357684	0.297349	0.401498	0.306398	0.404356	0.378576	0.390977	0.338383	0.385375	0.358871	0.413412	0.392178	0.384568	0.440066	0.529945	0.348747	0.351346	0.317269	0.437185	0.391260	0.382159	0.426828	1.000000	0.393676	0.408024	0.397097	0.327212	0.359663	0.388160	0.345694	0.351172	0.372228	0.408537	0.335580	0.448931	0.361325	0.349954	0.326629	0.406003	
sympathy	0.508474	0.337056	0.450043	0.480690	0.289274	0.370189	0.449734	0.420208	0.372589	0.411195	0.481546	0.424554	0.368221	0.382413	0.427994	0.485142	0.399691	0.348812	0.399999	0.358313	0.553361	0.467315	0.461901	0.439919	0.392612	0.359817	0.359244	0.429522	0.390482	0.518775	0.288332	0.465054	0.452358	0.349955	0.446810	0.379187	0.467296	0.377918	0.418579	0.342280	0.448188	0.401710	0.458470	0.355138	0.479904	0.444675	0.389524	0.364392	0.362881	0.369089	0.488353	0.416334	0.372891	0.329558	0.274483	0.480981	0.395888	0.397897	0.449979	0.442202	0.343574	0.399429	0.422913	0.400194	0.411055	0.425458	0.306817	0.340429	0.375211	0.454574	0.386738	0.354946	0.455475	0.518748	0.426150	0.493024	0.412380	0.392168	0.359857	0.354361	0.426114	0.421309	0.449910	0.436742	0.509997	0.437498	0.423303	0.431200	0.440860	0.495716	0.383621	0.403905	0.338597	0.418494	0.325522	0.441759	0.450308	0.362305	0.380337	0.411819	0.467153	0.436117	0.407440	0.448679	0.416686	0.408573	0.442585	0.474797	0.355592	0.410908	0.346753	0.531661	0.403114	0.384144	0.495925	0.393676	1.000000	0.540424	0.442950	0.378675	0.477663	0.474248	0.392421	0.393702	0.403864	0.475572	0.388273	0.445969	0.372148	0.397135	0.387590	0.471491	
tenderness	0.560210	0.408935	0.597386	0.530578	0.320562	0.495089	0.513449	0.456764	0.414506	0.321013	0.572952	0.429630	0.395292	0.344919	0.445413	0.601178	0.339806	0.390647	0.378837	0.519102	0.585523	0.523430	0.496115	0.477024	0.358120	0.464149	0.275584	0.473614	0.387935	0.535935	0.274029	0.585373	0.491354	0.371231	0.506862	0.390209	0.542635	0.448021	0.472877	0.277180	0.564704	0.395245	0.627663	0.379141	0.564739	0.468911	0.334227	0.371167	0.524883	0.431575	0.507036	0.461215	0.475142	0.362304	0.360894	0.623688	0.487648	0.304775	0.489712	0.466421	0.268217	0.371449	0.484359	0.312759	0.406748	0.395749	0.256738	0.297860	0.366881	0.412328	0.444895	0.412427	0.404116	0.565765	0.454858	0.586279	0.394788	0.299682	0.498269	0.388243	0.521354	0.543235	0.579332	0.547560	0.523718	0.547045	0.515065	0.624218	0.399687	0.619932	0.320318	0.401599	0.315062	0.443343	0.235047	0.493667	0.364936	0.335821	0.385331	0.420285	0.661662	0.418998	0.334861	0.426179	0.380704	0.307574	0.503752	0.524849	0.293947	0.533402	0.272045	0.627622	0.494027	0.300056	0.499900	0.408024	0.540424	1.000000	0.409833	0.405072	0.728651	0.508936	0.472423	0.350585	0.396307	0.558779	0.417516	0.536315	0.312181	0.465455	0.486516	0.537258	
tenseness	0.396900	0.364163	0.356274	0.433983	0.344552	0.274008	0.433312	0.357528	0.389520	0.372251	0.423572	0.432968	0.443709	0.398216	0.485574	0.377734	0.386762	0.345485	0.379275	0.246723	0.378985	0.402933	0.362910	0.387524	0.400557	0.349614	0.358909	0.378370	0.375579	0.440558	0.289669	0.359956	0.484327	0.373992	0.349455	0.444084	0.423456	0.275639	0.359190	0.369941	0.346312	0.352403	0.309395	0.368207	0.428367	0.444800	0.449147	0.396057	0.322275	0.419426	0.401460	0.361727	0.357978	0.353190	0.190054	0.395605	0.293017	0.357162	0.403856	0.374537	0.336148	0.372162	0.359412	0.337260	0.353592	0.413089	0.341909	0.403364	0.379056	0.413837	0.330749	0.296604	0.432757	0.423782	0.409792	0.398470	0.359526	0.343952	0.271174	0.357163	0.410303	0.368902	0.383110	0.414868	0.391651	0.347512	0.377818	0.272783	0.376085	0.454251	0.385315	0.356237	0.329780	0.369623	0.371882	0.394058	0.325528	0.398946	0.344523	0.369191	0.294133	0.371213	0.369784	0.400447	0.398349	0.366291	0.440649	0.422377	0.345239	0.334136	0.327326	0.443029	0.349789	0.419579	0.441380	0.397097	0.442950	0.409833	1.000000	0.404613	0.319380	0.415519	0.324654	0.525020	0.392547	0.409987	0.345492	0.368044	0.410044	0.311922	0.328924	0.412597	
terror  	0.357062	0.295025	0.322107	0.381855	0.285599	0.292040	0.420661	0.333510	0.333009	0.263025	0.387726	0.364167	0.348408	0.304072	0.392725	0.361534	0.283060	0.309696	0.311025	0.274486	0.366291	0.378120	0.335601	0.364501	0.333880	0.311674	0.260453	0.331130	0.322710	0.370266	0.276725	0.340318	0.419122	0.289741	0.329951	0.433992	0.352116	0.286120	0.333351	0.282962	0.322053	0.311663	0.342772	0.306316	0.371605	0.381160	0.378516	0.295085	0.268537	0.388042	0.329798	0.327688	0.305941	0.289018	0.216345	0.372372	0.283783	0.275122	0.338891	0.327087	0.264238	0.295848	0.322433	0.287879	0.323115	0.328465	0.368785	0.283836	0.309859	0.303253	0.314070	0.229248	0.344692	0.373527	0.355190	0.356651	0.311373	0.272040	0.271652	0.279483	0.355566	0.350984	0.332960	0.377698	0.370006	0.311649	0.328481	0.314787	0.313065	0.421475	0.319488	0.329759	0.280495	0.328911	0.305789	0.349450	0.297869	0.327485	0.295032	0.329390	0.331933	0.325712	0.303643	0.323829	0.316183	0.277853	0.387499	0.362881	0.279944	0.326958	0.266294	0.415737	0.308697	0.317896	0.382452	0.327212	0.378675	0.405072	0.404613	1.000000	0.350931	0.360302	0.316272	0.349536	0.300341	0.348561	0.282771	0.356969	0.273868	0.300854	0.298379	0.336659	
thrill  	0.522373	0.275107	0.517684	0.478710	0.277760	0.495568	0.498093	0.405140	0.321298	0.236482	0.527724	0.364314	0.352847	0.307155	0.402143	0.576510	0.256103	0.330943	0.302322	0.542486	0.535022	0.463190	0.483813	0.454259	0.276588	0.451559	0.220354	0.415951	0.329230	0.479197	0.219891	0.564928	0.423442	0.300780	0.485675	0.367409	0.509964	0.456071	0.456944	0.199578	0.565112	0.339934	0.639168	0.312725	0.600329	0.413374	0.278772	0.327935	0.373645	0.425344	0.469684	0.418884	0.452885	0.299592	0.374647	0.596351	0.467302	0.234220	0.433098	0.419269	0.210115	0.303946	0.437401	0.268636	0.383499	0.316117	0.217608	0.199485	0.312158	0.340164	0.448002	0.312275	0.333311	0.528494	0.409273	0.556347	0.342266	0.239380	0.474899	0.337755	0.451821	0.549394	0.469827	0.496037	0.474454	0.494145	0.425952	0.647182	0.350884	0.596039	0.232292	0.375117	0.263397	0.399471	0.193375	0.416089	0.321406	0.260771	0.331073	0.367936	0.709215	0.355942	0.268582	0.392595	0.318541	0.225843	0.453941	0.463107	0.227957	0.502746	0.200901	0.603653	0.465446	0.220703	0.425704	0.359663	0.477663	0.728651	0.319380	0.350931	1.000000	0.447809	0.465332	0.296738	0.337625	0.503512	0.383163	0.525979	0.266579	0.415649	0.461953	0.516002	
torment 	0.496750	0.350959	0.423390	0.499245	0.298379	0.443555	0.393872	0.388253	0.364440	0.420258	0.580622	0.441624	0.375620	0.367898	0.394972	0.427923	0.428706	0.365522	0.445214	0.345363	0.481416	0.488870	0.466918	0.444248	0.383655	0.401521	0.385235	0.455269	0.459978	0.538567	0.343357	0.471376	0.475670	0.341262	0.423631	0.341910	0.474623	0.371425	0.425661	0.338445	0.437698	0.455955	0.423113	0.405292	0.484169	0.468557	0.364947	0.450070	0.354438	0.327789	0.502701	0.466364	0.353384	0.359325	0.309127	0.533366	0.476087	0.434587	0.497317	0.479118	0.354462	0.407232	0.431983	0.398471	0.453524	0.464097	0.314412	0.354035	0.392419	0.510341	0.352022	0.363807	0.463281	0.509951	0.409971	0.490500	0.409251	0.425843	0.353515	0.368659	0.459303	0.422714	0.432074	0.507696	0.473528	0.435363	0.442387	0.442667	0.503516	0.437277	0.324654	0.401153	0.374115	0.449923	0.312002	0.456949	0.344005	0.365560	0.369264	0.424263	0.426697	0.439094	0.398333	0.468197	0.395401	0.439824	0.497363	0.509864	0.323455	0.485878	0.343949	0.489232	0.438826	0.437601	0.540650	0.388160	0.474248	0.508936	0.415519	0.360302	0.447809	1.000000	0.410996	0.345994	0.467194	0.528147	0.461572	0.444663	0.393629	0.439066	0.391282	0.518577	
triumph 	0.440838	0.282406	0.385644	0.424122	0.275958	0.343279	0.404357	0.352478	0.320731	0.305809	0.439250	0.372038	0.329797	0.314129	0.346595	0.413382	0.344757	0.306959	0.320914	0.440036	0.416169	0.382188	0.425029	0.418030	0.303121	0.364822	0.301226	0.374323	0.354335	0.426859	0.264754	0.403474	0.395036	0.286572	0.403672	0.318142	0.424726	0.347478	0.447815	0.266313	0.421967	0.339302	0.443644	0.315827	0.464378	0.411447	0.315381	0.332269	0.299327	0.308268	0.418893	0.400654	0.342432	0.318083	0.296188	0.450657	0.353994	0.305407	0.394034	0.394212	0.293018	0.356483	0.380854	0.313538	0.387087	0.350002	0.264421	0.252430	0.325522	0.347108	0.344726	0.292858	0.361599	0.435556	0.356292	0.439994	0.350791	0.313127	0.348243	0.319440	0.399382	0.455422	0.370410	0.395896	0.403656	0.395125	0.398370	0.415858	0.365097	0.422383	0.262281	0.386045	0.320641	0.363152	0.253084	0.394435	0.312214	0.294879	0.343224	0.350978	0.449408	0.379418	0.312221	0.405563	0.323901	0.313849	0.366850	0.411419	0.291639	0.377447	0.261256	0.479269	0.375219	0.310681	0.401943	0.345694	0.392421	0.472423	0.324654	0.316272	0.465332	0.410996	1.000000	0.291796	0.329785	0.396508	0.325153	0.429825	0.306081	0.332640	0.360859	0.427518	
uneasiness	0.370585	0.283603	0.330215	0.398261	0.354060	0.245108	0.435874	0.327777	0.321543	0.354942	0.378338	0.390161	0.394154	0.480989	0.524861	0.339083	0.358370	0.336305	0.338239	0.232452	0.354604	0.362879	0.343070	0.328631	0.355789	0.295186	0.344511	0.335805	0.344385	0.397498	0.261148	0.355830	0.430848	0.328642	0.327895	0.468792	0.373989	0.260648	0.344029	0.322174	0.339556	0.329726	0.318457	0.301105	0.385000	0.354812	0.455264	0.327995	0.305708	0.444285	0.376525	0.330013	0.300071	0.295012	0.187563	0.351251	0.295969	0.328597	0.345955	0.336564	0.344902	0.343520	0.331483	0.318790	0.327956	0.387596	0.298806	0.319903	0.336813	0.383312	0.311432	0.269009	0.382050	0.400618	0.336131	0.371972	0.318845	0.322071	0.250977	0.302059	0.354043	0.295199	0.322294	0.374625	0.378152	0.316247	0.319037	0.253764	0.348919	0.408823	0.311903	0.316935	0.301944	0.306698	0.392817	0.358367	0.306662	0.337908	0.320829	0.336963	0.275580	0.337326	0.346525	0.366262	0.359730	0.367487	0.373305	0.396895	0.299702	0.291107	0.292909	0.414956	0.341346	0.355807	0.387933	0.351172	0.393702	0.350585	0.525020	0.349536	0.296738	0.345994	0.291796	1.000000	0.352907	0.352992	0.309045	0.350422	0.410474	0.264532	0.301608	0.355777	
unhappiness	0.430209	0.291618	0.359745	0.423435	0.279858	0.334966	0.346827	0.332043	0.354552	0.463955	0.492930	0.407284	0.367070	0.344504	0.375075	0.368845	0.393423	0.338855	0.380513	0.277073	0.418512	0.402577	0.384457	0.373423	0.408440	0.346224	0.361860	0.376182	0.386519	0.493624	0.272819	0.372535	0.440048	0.359980	0.403995	0.313931	0.398558	0.298527	0.375994	0.344595	0.364454	0.377161	0.350315	0.332287	0.422610	0.390163	0.372118	0.328020	0.298276	0.317138	0.443199	0.381783	0.356031	0.361845	0.219151	0.468858	0.426783	0.419373	0.403083	0.387737	0.350374	0.485755	0.357181	0.351558	0.355647	0.446655	0.248696	0.338843	0.352490	0.482582	0.288209	0.296487	0.424418	0.450546	0.371182	0.427003	0.382030	0.367463	0.305622	0.358273	0.425526	0.335943	0.353758	0.405204	0.436802	0.351390	0.361251	0.346538	0.490987	0.371806	0.309979	0.360106	0.321501	0.426243	0.288603	0.374686	0.318455	0.372665	0.345579	0.381387	0.324170	0.371581	0.391437	0.433645	0.369215	0.409022	0.408853	0.528869	0.341068	0.355542	0.310318	0.418248	0.431910	0.343949	0.468605	0.372228	0.403864	0.396307	0.392547	0.300341	0.337625	0.467194	0.329785	0.352907	1.000000	0.424178	0.413683	0.382613	0.379512	0.357617	0.311224	0.415359	
vengefulness	0.488966	0.329919	0.468443	0.550308	0.323460	0.419432	0.428611	0.404054	0.396303	0.447610	0.542662	0.523280	0.381972	0.342057	0.407415	0.477593	0.338744	0.375998	0.486301	0.379740	0.504547	0.542784	0.444710	0.432574	0.384043	0.368117	0.338247	0.406643	0.398461	0.496934	0.364298	0.521030	0.477884	0.407192	0.426435	0.357169	0.458752	0.357341	0.414162	0.363539	0.446921	0.457322	0.470387	0.476637	0.458913	0.426684	0.359013	0.440772	0.367003	0.375358	0.512879	0.493279	0.369829	0.328721	0.277126	0.525210	0.423880	0.336592	0.566470	0.492945	0.344853	0.382227	0.456160	0.341654	0.400819	0.440498	0.263071	0.371886	0.401080	0.482609	0.370120	0.324881	0.437505	0.504048	0.427001	0.565883	0.393358	0.401678	0.359133	0.362055	0.465502	0.419460	0.441677	0.567940	0.476488	0.433110	0.434489	0.456500	0.409826	0.491501	0.309124	0.399600	0.404761	0.422059	0.263369	0.406326	0.356333	0.348939	0.407318	0.474538	0.476377	0.393341	0.373259	0.427655	0.391885	0.445165	0.531007	0.521333	0.313363	0.512633	0.342493	0.522173	0.417072	0.424829	0.494559	0.408537	0.475572	0.558779	0.409987	0.348561	0.503512	0.528147	0.396508	0.352992	0.424178	1.000000	0.387902	0.446643	0.358764	0.542600	0.378395	0.459051	
woe     	0.408660	0.333706	0.371442	0.392693	0.262681	0.335157	0.348599	0.348283	0.302412	0.354382	0.483363	0.361232	0.351114	0.288323	0.332464	0.360376	0.354469	0.308164	0.362114	0.304968	0.382377	0.378609	0.382540	0.373072	0.383380	0.351382	0.321726	0.377273	0.379126	0.463964	0.237500	0.383358	0.410849	0.316620	0.346516	0.313112	0.409843	0.318935	0.364908	0.273053	0.387441	0.351015	0.358185	0.308091	0.414034	0.369693	0.341346	0.332544	0.324231	0.304799	0.407033	0.362304	0.337786	0.320857	0.254212	0.456885	0.426376	0.369197	0.363788	0.365630	0.298891	0.356923	0.373494	0.359056	0.354123	0.392646	0.246995	0.279380	0.306817	0.403914	0.291281	0.365393	0.385615	0.401556	0.362134	0.391012	0.372459	0.342889	0.301200	0.342581	0.379081	0.360237	0.379373	0.371731	0.414563	0.433150	0.390001	0.369197	0.442805	0.352302	0.301557	0.314586	0.293862	0.322592	0.255833	0.370748	0.287274	0.312909	0.308691	0.338825	0.350738	0.342021	0.345281	0.369360	0.372382	0.355000	0.385440	0.441504	0.278581	0.350306	0.274975	0.399837	0.390396	0.334375	0.434705	0.335580	0.388273	0.417516	0.345492	0.282771	0.383163	0.461572	0.325153	0.309045	0.413683	0.387902	1.000000	0.389049	0.334599	0.307277	0.335708	0.415301	
wonder  	0.491270	0.330346	0.446228	0.468717	0.299740	0.397459	0.450855	0.402083	0.357766	0.382671	0.485566	0.417997	0.396804	0.377498	0.419983	0.451071	0.389494	0.391753	0.372081	0.430033	0.485066	0.467292	0.475788	0.440925	0.355762	0.407785	0.332439	0.424700	0.380647	0.483958	0.355859	0.479448	0.433656	0.337092	0.436035	0.421746	0.468157	0.406026	0.474092	0.306341	0.464406	0.384483	0.495051	0.342041	0.493735	0.427307	0.410036	0.381037	0.354723	0.384781	0.485676	0.429915	0.373840	0.346999	0.313151	0.491272	0.396686	0.357262	0.444715	0.441298	0.332503	0.395441	0.420016	0.356973	0.424061	0.386965	0.309398	0.285563	0.358082	0.415131	0.393060	0.367900	0.401026	0.502446	0.429344	0.494865	0.377536	0.355090	0.368906	0.358261	0.463967	0.466923	0.438757	0.475103	0.468087	0.455358	0.439448	0.476179	0.405320	0.473938	0.296394	0.383622	0.334955	0.403370	0.299831	0.441825	0.347409	0.336441	0.364880	0.418967	0.488786	0.406762	0.353685	0.440271	0.377696	0.365286	0.438171	0.488373	0.301314	0.430147	0.307276	0.524533	0.442923	0.330963	0.454973	0.448931	0.445969	0.536315	0.368044	0.356969	0.525979	0.444663	0.429825	0.350422	0.382613	0.446643	0.389049	1.000000	0.364324	0.370407	0.401951	0.474452	
worry   	0.407982	0.305283	0.315120	0.400158	0.271401	0.246633	0.354858	0.317541	0.312832	0.456980	0.383400	0.378241	0.368081	0.424192	0.401480	0.318561	0.442023	0.331107	0.360844	0.236656	0.373052	0.333298	0.398172	0.349096	0.329905	0.303540	0.388613	0.357929	0.375812	0.432069	0.260100	0.313460	0.390104	0.298807	0.315391	0.338014	0.397980	0.274399	0.336119	0.322702	0.343932	0.397685	0.284876	0.303769	0.389725	0.380963	0.388519	0.329892	0.284699	0.321874	0.432953	0.346507	0.290862	0.307685	0.232368	0.346709	0.278002	0.408233	0.376228	0.360607	0.383654	0.414201	0.340552	0.372603	0.406423	0.409611	0.275060	0.335435	0.338335	0.447476	0.267417	0.323257	0.430683	0.414296	0.357344	0.383909	0.357328	0.391598	0.241024	0.333641	0.385760	0.295352	0.338287	0.345433	0.429727	0.343174	0.364607	0.257687	0.415782	0.321802	0.296796	0.351854	0.325515	0.357926	0.352258	0.378020	0.302578	0.344964	0.334967	0.358357	0.257502	0.363861	0.382129	0.439776	0.368321	0.432354	0.354519	0.428107	0.326218	0.293961	0.319646	0.368326	0.364983	0.366811	0.424973	0.361325	0.372148	0.312181	0.410044	0.273868	0.266579	0.393629	0.306081	0.410474	0.379512	0.358764	0.334599	0.364324	1.000000	0.288253	0.289053	0.404152	
wrath   	0.401119	0.312702	0.383416	0.474228	0.279734	0.344979	0.377971	0.361842	0.345787	0.472621	0.432664	0.460754	0.312754	0.283529	0.338856	0.364605	0.265299	0.326557	0.435194	0.332274	0.426392	0.446681	0.395024	0.349952	0.328369	0.329879	0.277772	0.327606	0.321017	0.400860	0.314128	0.428965	0.393560	0.405900	0.360944	0.291344	0.403125	0.326712	0.376364	0.264038	0.372564	0.360433	0.385100	0.460372	0.362524	0.353875	0.284647	0.359360	0.276292	0.327488	0.433958	0.473013	0.323529	0.288792	0.270052	0.431313	0.354764	0.263449	0.483282	0.413486	0.263394	0.304601	0.366899	0.290693	0.337994	0.348275	0.235342	0.342438	0.321105	0.395906	0.310916	0.264968	0.332085	0.444730	0.345901	0.519597	0.342773	0.301327	0.313416	0.317769	0.405082	0.350435	0.360362	0.420199	0.384379	0.336663	0.363164	0.379462	0.328157	0.438595	0.273023	0.328164	0.376535	0.346650	0.212034	0.354164	0.293932	0.290724	0.335739	0.463284	0.418620	0.329413	0.283300	0.367252	0.316127	0.379153	0.460860	0.426363	0.249959	0.454268	0.277010	0.447061	0.355275	0.355281	0.398005	0.349954	0.397135	0.465455	0.311922	0.300854	0.415649	0.439066	0.332640	0.264532	0.357617	0.542600	0.307277	0.370407	0.288253	1.000000	0.358756	0.382264	
